ESTU_GENERO,EDAD,ESTU_COMOCAPACITOEXAMENSB11,FAMI_EDUCACIONPADRE,FAMI_EDUCACIONMADRE,FAMI_ESTRATOVIVIENDA,FAMI_TIENECONSOLAVIDEOJUEGOS,MOD_RAZONA_CUANTITATIVO_PNAL,MOD_LECTURA_CRITICA_PNAL,MOD_COMPETEN_CIUDADA_PNAL,MOD_INGLES_PNAL,MOD_COMUNI_ESCRITA_PNAL,PUNT_GLOBAL,GRUPO
1,29,2,1,0,1,0,26,4,20,10,4.0,111,0
1,25,1,2,2,4,1,62,2,2,3,1.0,86,0
1,30,2,2,4,3,0,12,27,20,56,1.0,120,0
1,26,0,2,1,2,0,9,7,10,19,11.0,109,0
1,22,0,3,4,3,0,49,52,36,56,64.0,151,2
1,22,2,0,7,4,0,3,2,1,13,1.0,75,0
0,30,1,0,0,2,0,3,14,5,19,19.0,110,0
0,21,1,1,4,2,0,49,65,68,55,68.0,159,2
0,22,1,4,0,3,0,44,53,44,49,63.0,150,2
1,22,2,5,8,3,0,87,93,97,97,100.0,203,1
0,22,1,5,10,3,0,55,76,59,51,97.0,167,1
1,25,0,10,5,3,0,62,65,82,56,13.0,153,2
1,21,1,2,4,2,0,95,89,87,60,70.0,179,1
0,23,1,2,2,2,0,72,36,45,93,47.0,159,2
0,22,1,4,4,2,0,27,5,29,21,71.0,130,0
1,21,0,3,8,4,0,84,86,98,100,23.0,200,1
0,21,1,3,5,1,0,32,29,44,69,42.0,144,2
0,23,1,0,2,3,0,59,57,62,15,41.0,146,2
1,53,1,4,4,3,0,51,75,55,85,22.0,158,2
0,19,2,3,7,3,0,88,85,98,98,99.0,201,1
0,20,1,8,4,3,0,64,81,67,77,98.0,177,1
0,21,2,6,4,3,0,46,75,66,84,19.0,159,2
1,25,0,4,4,3,1,98,84,58,82,30.0,173,1
1,25,1,0,4,4,0,72,78,96,96,70.0,183,1
0,21,1,5,5,2,0,50,73,33,92,91.0,169,1
1,31,2,2,2,1,0,7,17,20,5,1.0,107,0
0,27,1,2,6,3,0,3,6,5,33,21.0,111,0
0,30,0,5,4,2,0,1,9,2,11,17.0,101,0
0,24,1,0,2,2,0,15,21,39,19,41.0,129,0
1,20,1,4,0,1,0,56,7,15,34,46.0,130,0
0,21,1,5,5,2,0,31,2,11,26,29.0,118,0
0,22,1,2,2,2,0,20,7,15,19,49.0,121,0
1,20,2,5,4,2,0,66,33,14,25,6.0,128,0
0,25,0,2,2,1,0,62,58,33,64,53.0,152,2
0,22,2,6,0,1,0,6,9,6,2,51.0,109,0
1,20,0,8,5,2,0,48,71,70,73,28.0,157,2
0,26,2,4,1,2,0,82,97,87,77,75.0,182,1
0,20,1,3,8,3,0,71,52,44,92,93.0,172,1
0,30,0,5,2,2,0,20,63,48,4,34.0,134,0
1,15,2,4,0,4,1,48,10,5,69,9.0,125,0
0,22,0,0,2,1,0,17,44,51,71,31.0,144,2
1,20,2,3,8,3,0,100,98,95,96,98.0,209,1
0,32,2,11,10,3,1,30,69,45,86,33.0,154,2
1,23,1,5,7,4,1,81,20,12,91,10.0,143,2
0,28,1,0,0,2,0,53,52,69,66,72.0,160,2
0,34,2,11,6,3,0,34,51,47,10,23.0,136,0
0,21,1,8,8,4,0,83,90,91,87,54.0,178,1
1,20,0,7,3,3,1,40,47,62,95,49.0,160,2
0,29,1,3,4,3,0,19,65,58,48,89.0,155,2
1,43,1,1,2,2,0,1,16,35,41,34.0,122,0
0,21,2,4,4,3,0,47,56,31,56,65.0,150,2
0,26,1,7,1,1,0,13,51,20,42,89.0,143,2
0,26,1,10,1,3,0,5,65,27,27,68.0,138,0
0,21,1,4,4,2,0,21,78,83,79,73.0,165,1
1,20,1,2,5,1,0,37,38,21,37,8.0,128,0
1,21,1,8,8,4,1,87,76,83,76,92.0,181,1
0,41,1,2,6,2,0,52,22,18,37,38.0,134,0
1,25,1,0,4,2,0,81,69,76,72,91.0,175,1
0,21,1,2,5,1,0,30,40,39,43,47.0,140,2
0,19,2,5,0,3,0,97,64,59,79,75.0,176,1
0,36,2,0,1,2,0,64,50,44,8,1.0,131,0
0,25,2,4,2,2,0,79,88,99,38,87.0,180,1
1,32,2,2,2,3,1,18,47,11,35,4.0,120,0
0,25,1,2,2,2,0,18,46,28,24,1.0,106,0
1,24,2,3,3,4,1,11,20,7,91,24.0,132,0
0,23,2,1,4,1,0,70,77,62,76,68.0,168,1
1,20,2,3,8,0,1,98,99,89,92,99.0,205,1
0,26,1,8,4,3,1,26,53,26,44,55.0,140,2
0,21,2,6,1,2,1,76,75,61,89,78.0,174,1
1,19,2,3,3,3,1,86,93,74,91,59.0,179,1
0,23,2,0,0,2,0,14,20,32,43,66.0,135,0
0,21,1,2,2,1,0,46,24,21,28,23.0,132,0
0,24,2,2,4,3,0,51,75,84,64,14.0,155,2
1,22,2,2,2,1,0,57,36,50,60,42.0,148,2
0,24,1,2,2,3,0,51,56,73,24,31.0,147,2
0,46,1,2,2,3,0,22,74,38,76,8.0,142,2
0,21,2,2,1,2,0,88,75,94,54,96.0,181,1
0,19,1,2,4,2,0,57,31,29,48,40.0,142,2
0,21,0,4,5,2,0,22,59,68,45,1.0,120,2
0,21,1,5,5,1,0,40,40,63,65,25.0,148,2
0,30,1,2,0,3,0,45,85,47,54,26.0,152,2
1,23,1,4,4,6,1,33,12,1,13,16.0,110,0
1,27,1,8,0,2,0,38,23,59,54,41.0,143,2
1,26,1,7,0,3,0,73,24,39,82,86.0,161,2
1,32,1,11,5,3,1,46,51,77,77,64.0,161,1
1,20,2,5,7,2,0,84,45,81,68,81.0,169,1
0,26,1,2,2,1,0,48,56,60,40,92.0,159,2
1,23,1,8,8,2,0,84,96,92,76,72.0,183,1
0,22,2,5,5,3,0,70,59,66,64,39.0,157,2
0,20,1,4,4,3,0,20,8,11,84,33.0,131,0
0,23,2,2,5,1,0,43,72,78,53,29.0,154,2
0,20,1,11,8,2,0,54,49,81,69,77.0,164,1
0,33,1,1,1,2,0,64,43,53,25,19.0,143,2
1,25,2,4,7,1,0,82,68,95,34,66.0,168,1
0,20,1,8,3,3,1,28,12,40,76,94.0,151,2
1,32,2,2,2,1,1,37,45,54,46,9.0,137,2
0,24,1,8,5,3,0,43,67,40,54,52.0,149,2
0,22,1,1,5,3,1,93,39,82,78,96.0,178,1
1,21,1,4,4,2,1,67,85,65,70,12.0,157,2
0,33,2,3,5,3,1,11,22,72,68,97.0,155,2
1,23,1,2,2,2,0,70,34,61,26,80.0,154,2
0,21,1,5,5,3,1,73,36,44,56,47.0,150,2
0,21,1,8,8,3,0,82,72,79,79,37.0,168,1
0,26,1,8,5,3,0,61,47,93,58,70.0,164,1
0,23,2,2,4,2,0,16,9,32,22,12.0,119,0
0,27,1,4,5,2,0,33,23,20,8,10.0,120,0
0,19,1,5,5,3,0,40,66,77,67,32.0,155,2
1,30,1,0,0,2,1,10,37,42,30,59.0,135,0
0,19,0,4,8,3,0,50,92,89,78,74.0,175,1
1,33,2,2,2,3,0,68,85,58,63,91.0,171,1
0,34,1,2,4,2,0,30,89,97,91,47.0,172,1
1,35,1,1,2,3,1,38,15,31,74,41.0,140,2
0,21,1,0,4,3,0,33,29,59,18,64.0,141,2
0,34,1,0,0,2,0,24,46,54,21,82.0,146,2
1,26,2,8,5,2,0,62,66,38,53,60.0,153,2
0,31,1,1,1,1,0,16,1,2,18,9.0,100,0
0,24,1,8,7,2,1,89,72,100,100,90.0,197,1
0,28,1,4,0,2,0,87,83,91,59,91.0,180,1
0,22,1,4,2,2,0,46,68,47,46,24.0,147,2
0,20,1,11,5,2,0,78,70,63,83,96.0,178,1
1,21,1,2,2,1,1,88,82,76,78,32.0,170,1
0,23,1,4,3,5,0,96,96,88,97,87.0,197,1
0,22,2,2,4,2,0,11,23,11,30,10.0,116,0
1,20,0,3,7,3,1,43,48,39,59,37.0,146,2
0,28,1,2,2,2,0,49,56,42,32,84.0,153,2
0,20,2,10,10,4,1,51,94,53,81,99.0,179,1
0,29,1,8,4,3,1,80,56,96,60,79.0,173,1
0,33,1,2,2,2,0,17,9,42,44,70.0,136,0
0,27,1,4,5,2,0,5,13,35,5,59.0,121,0
0,26,1,3,5,3,1,33,74,78,87,46.0,162,1
0,32,2,4,1,4,0,25,52,46,98,49.0,156,2
0,23,1,8,8,3,1,41,44,15,32,77.0,142,2
1,24,1,0,0,2,0,61,19,34,59,27.0,142,2
0,38,1,1,1,2,0,14,15,5,3,6.0,104,0
1,21,2,1,1,2,0,89,98,80,93,49.0,183,1
0,38,1,8,0,2,1,37,9,33,43,14.0,127,0
0,23,1,5,4,1,0,50,15,6,57,15.0,127,0
1,21,2,10,8,2,0,96,93,99,97,96.0,204,1
1,23,2,10,4,2,0,46,52,43,50,84.0,155,2
1,24,1,4,0,3,1,19,53,44,39,35.0,139,2
0,41,1,0,4,3,1,35,29,35,15,5.0,125,0
0,30,1,0,2,2,0,91,66,88,36,29.0,162,2
0,34,1,5,10,2,0,84,98,82,66,97.0,186,1
0,22,1,4,0,2,0,1,3,6,11,1.0,93,0
0,21,1,0,4,2,0,59,99,93,78,80.0,183,1
0,20,1,3,5,3,0,63,73,40,42,1.0,124,2
0,23,1,0,0,1,0,63,93,88,81,67.0,176,1
1,33,1,8,3,3,1,48,12,37,50,1.0,111,0
0,29,2,2,2,2,0,64,56,50,17,82.0,153,2
0,21,0,5,5,1,0,35,63,23,26,1.0,112,0
0,20,1,5,8,2,0,55,90,97,63,61.0,172,1
0,24,2,5,5,3,1,52,6,14,2,41.0,121,0
0,28,1,2,2,1,0,47,52,25,17,61.0,140,2
0,22,1,9,3,3,0,17,20,7,3,58.0,117,0
1,34,0,10,4,2,0,47,56,31,20,24.0,139,2
1,23,2,1,2,1,0,52,49,15,28,60.0,139,2
0,23,0,0,0,2,0,72,36,54,51,53.0,151,2
1,21,1,5,4,3,0,59,66,31,64,35.0,151,2
1,29,2,2,10,2,1,63,47,44,21,8.0,136,2
1,20,0,8,8,1,0,84,77,92,83,95.0,186,1
1,20,2,0,4,2,0,64,27,87,32,96.0,162,2
0,21,1,2,4,2,1,62,77,48,57,39.0,156,2
1,25,1,9,4,2,0,86,28,72,63,53.0,158,2
1,20,1,8,8,2,0,75,91,55,93,8.0,163,1
1,35,1,2,0,4,0,66,75,78,72,71.0,169,1
1,23,0,8,7,4,0,90,97,96,81,1.0,156,1
1,21,2,0,4,3,0,55,80,74,71,19.0,159,2
1,20,2,5,5,3,1,6,54,8,62,23.0,128,0
0,19,1,5,4,2,0,98,88,91,91,21.0,183,1
0,22,1,1,4,4,0,11,14,2,66,18.0,118,0
0,22,1,2,4,1,0,64,83,83,38,79.0,167,1
1,27,1,6,8,2,0,80,34,57,22,27.0,146,2
0,23,1,4,5,2,0,69,63,80,78,91.0,174,1
0,26,1,2,0,3,0,23,62,86,41,25.0,148,2
1,23,1,8,8,3,1,73,12,30,91,94.0,162,2
0,22,1,2,2,2,0,25,20,35,16,44.0,130,0
1,20,1,0,0,2,1,88,87,60,86,83.0,179,1
0,22,1,1,0,1,0,66,45,56,12,74.0,150,2
0,37,1,8,8,3,1,13,56,36,34,73.0,143,2
0,24,1,0,2,2,0,37,53,41,2,49.0,135,2
0,21,1,4,4,3,1,26,34,27,35,29.0,133,0
0,22,1,5,4,2,1,47,88,13,47,84.0,154,2
0,20,1,4,5,3,1,36,76,87,45,100.0,189,1
0,33,1,5,4,2,0,46,41,75,45,14.0,144,2
1,23,1,8,5,4,0,6,13,26,11,46.0,120,0
0,21,2,4,4,3,0,31,29,39,20,11.0,127,0
0,20,1,8,4,3,0,59,84,96,90,23.0,173,1
0,29,2,1,1,1,0,39,17,49,5,64.0,135,0
0,25,2,5,4,3,0,87,50,52,58,4.0,148,2
1,48,1,2,2,4,0,23,27,17,9,17.0,122,0
0,24,0,6,6,1,0,15,36,10,33,66.0,131,0
0,20,1,9,5,3,0,64,33,68,92,57.0,161,1
1,25,1,2,2,2,1,77,54,62,20,27.0,148,2
1,33,1,8,4,4,0,42,12,22,72,65.0,142,2
0,24,0,5,0,3,0,10,39,13,34,7.0,119,0
0,22,2,4,5,3,0,90,97,95,85,36.0,183,1
0,20,1,4,4,2,0,31,56,23,66,59.0,145,2
1,21,1,5,4,2,0,97,82,99,91,55.0,188,1
1,20,1,0,0,1,0,67,33,31,64,8.0,140,2
0,19,1,3,1,2,1,68,83,96,92,67.0,181,1
0,22,1,3,8,3,0,66,25,82,84,61.0,160,1
1,22,1,8,8,6,1,89,80,85,92,83.0,185,1
1,33,1,2,2,2,0,52,57,50,63,24.0,150,2
0,21,1,7,5,3,0,60,92,67,86,77.0,175,1
1,22,1,1,5,2,0,18,18,10,24,64.0,126,0
0,23,1,7,4,2,1,91,96,37,46,77.0,170,1
1,19,1,5,8,2,0,86,94,100,37,58.0,176,1
1,31,1,2,2,2,0,26,5,39,5,14.0,118,0
0,33,2,7,4,1,0,59,26,34,23,46.0,138,2
1,22,1,2,0,3,0,58,56,49,51,63.0,154,2
0,20,1,5,4,3,0,62,93,86,86,60.0,175,1
0,27,1,2,0,3,0,50,63,59,24,55.0,148,2
1,27,1,2,1,1,0,47,18,56,38,35.0,140,2
0,21,1,5,5,2,0,23,3,14,18,56.0,120,0
1,28,1,2,2,3,1,70,62,49,39,49.0,152,2
0,26,1,2,2,2,0,31,24,33,14,10.0,124,0
1,22,1,7,3,2,0,89,75,88,49,63.0,170,1
0,21,1,3,3,5,1,47,55,70,89,64.0,163,1
0,24,1,8,8,4,0,63,90,46,87,83.0,173,1
1,22,0,7,4,2,0,72,59,53,24,81.0,156,2
1,19,0,8,8,4,0,66,97,88,97,46.0,181,1
0,21,1,3,4,4,0,14,31,54,33,32.0,134,0
1,21,1,7,8,4,0,15,5,6,14,41.0,113,0
0,24,2,4,5,1,0,41,15,27,4,88.0,136,0
0,32,1,2,2,1,0,25,8,21,34,3.0,117,0
0,21,1,5,8,3,0,29,79,33,66,32.0,149,2
0,20,1,4,3,2,1,41,63,78,76,79.0,165,1
1,22,1,8,5,2,1,60,52,26,4,5.0,127,0
0,22,1,5,8,3,0,34,27,46,13,1.0,108,0
0,21,0,2,8,3,0,15,46,18,74,36.0,138,0
0,21,1,8,3,6,1,91,87,86,97,80.0,189,1
0,20,1,4,5,4,0,95,99,98,98,96.0,206,1
1,23,2,4,0,1,0,57,62,60,55,38.0,153,2
0,23,2,4,2,2,0,52,93,97,84,84.0,182,1
1,20,2,5,5,2,0,17,18,19,53,23.0,128,0
1,27,0,5,10,2,0,40,30,19,66,1.0,113,0
0,24,1,5,5,3,1,35,36,23,72,60.0,144,2
1,24,1,2,7,2,0,53,14,27,19,79.0,140,2
0,23,1,3,3,4,1,29,97,87,86,65.0,173,1
1,34,1,4,4,2,0,77,78,86,32,13.0,155,2
0,20,1,4,4,4,0,68,82,51,76,13.0,156,2
1,21,2,5,5,3,0,66,34,53,60,49.0,151,2
0,42,1,4,2,3,0,76,39,43,2,22.0,136,2
1,22,1,1,0,2,0,55,25,49,58,79.0,153,2
0,22,1,4,4,2,0,65,90,45,37,78.0,162,2
0,27,2,2,1,1,0,20,35,12,11,21.0,122,0
0,25,2,4,4,2,0,37,42,13,21,31.0,130,0
0,31,1,2,4,2,0,20,69,29,34,51.0,140,2
1,22,1,1,4,2,0,96,95,97,82,98.0,199,1
0,21,1,4,4,2,0,68,83,81,40,80.0,167,1
1,21,1,10,4,2,1,79,77,96,97,93.0,191,1
1,23,1,5,5,3,1,85,91,90,90,31.0,178,1
0,20,1,4,0,2,0,55,78,28,41,72.0,154,2
1,21,1,2,2,2,0,64,58,26,21,53.0,143,2
0,20,0,5,8,1,0,36,42,49,54,1.0,118,0
1,27,1,10,4,3,1,100,82,46,79,55.0,175,1
0,20,1,10,5,2,0,69,69,59,64,64.0,162,1
1,33,1,4,5,3,0,85,49,57,87,59.0,166,1
1,30,1,2,4,3,0,71,48,50,39,30.0,148,2
0,26,1,2,1,1,0,45,14,5,1,20.0,111,0
0,25,1,5,0,2,0,84,94,78,85,48.0,176,1
0,30,2,6,0,2,0,68,20,56,12,11.0,134,2
0,23,1,1,2,1,0,24,54,80,83,29.0,154,2
0,37,1,4,0,2,0,37,56,49,60,89.0,158,2
1,20,1,3,10,3,0,75,90,79,88,64.0,177,1
1,22,0,8,8,3,0,100,99,92,89,42.0,192,1
1,29,2,0,2,1,0,46,16,10,14,22.0,124,0
0,20,1,0,6,1,0,3,16,12,10,9.0,107,0
1,29,1,2,2,2,0,7,32,5,63,18.0,123,0
0,36,2,2,2,2,0,13,3,15,42,1.0,106,0
0,22,0,8,8,2,0,42,16,2,46,18.0,122,0
1,31,2,2,2,3,1,39,39,63,77,24.0,150,2
0,24,1,8,8,3,0,75,71,96,80,33.0,171,1
1,23,2,2,2,2,0,85,36,41,47,20.0,148,2
1,26,1,2,2,2,0,56,45,34,54,37.0,146,2
0,19,1,4,0,3,1,12,2,11,49,3.0,108,0
0,21,1,8,10,2,0,3,45,23,30,13.0,121,0
1,20,1,0,4,2,1,49,33,47,71,38.0,148,2
1,23,0,4,5,2,1,44,45,52,83,73.0,159,2
0,27,1,0,10,2,0,23,58,90,15,71.0,151,2
0,20,1,7,10,4,1,100,81,92,94,96.0,199,1
1,22,1,4,8,4,1,77,53,33,75,38.0,155,2
0,20,2,4,4,1,0,54,88,59,88,98.0,179,1
0,22,2,4,3,4,1,55,85,96,55,11.0,159,2
0,20,1,5,4,2,0,85,69,74,65,84.0,173,1
1,23,0,5,5,2,0,8,15,5,24,15.0,112,0
1,22,1,2,2,3,0,26,22,9,23,61.0,127,0
0,50,0,1,4,1,0,55,34,49,78,22.0,149,2
1,26,1,7,0,2,0,40,23,37,2,46.0,129,0
0,23,1,11,0,3,1,65,71,76,69,42.0,162,1
0,23,1,4,0,3,0,15,26,4,41,33.0,122,0
0,23,1,4,0,3,0,70,75,55,88,68.0,170,1
0,23,1,2,5,1,0,72,79,44,73,38.0,159,2
0,34,1,0,0,2,0,13,32,59,5,62.0,133,0
1,24,1,2,1,2,0,69,30,19,13,26.0,134,0
1,24,2,11,5,3,0,43,39,55,65,49.0,149,2
1,42,1,4,0,4,0,59,59,74,76,1.0,133,2
0,20,1,5,5,3,1,89,100,93,94,82.0,197,1
1,25,1,4,1,2,1,28,12,12,10,1.0,108,0
0,22,1,2,2,1,0,11,47,31,16,94.0,141,2
0,26,2,4,5,3,1,8,22,38,29,63.0,131,0
0,25,1,10,1,2,1,32,71,69,67,14.0,149,2
0,45,0,6,0,3,0,5,14,2,10,3.0,99,0
0,22,1,4,4,3,0,85,69,48,83,29.0,163,1
1,23,1,1,2,2,0,12,11,25,38,90.0,136,0
0,22,2,8,8,3,0,3,67,46,73,51.0,143,2
1,20,1,0,4,3,0,99,96,96,100,100.0,227,1
0,24,2,4,0,2,0,25,63,80,49,30.0,149,2
1,23,1,4,5,4,0,7,21,24,40,29.0,126,0
0,20,1,0,10,1,0,49,92,81,4,91.0,162,2
1,24,1,10,8,4,1,65,59,37,76,78.0,162,2
0,21,0,8,3,4,0,91,66,92,91,88.0,186,1
1,35,1,2,2,2,0,54,80,69,60,100.0,192,1
1,25,2,4,4,2,0,71,94,84,65,1.0,142,2
1,20,0,4,10,3,0,61,92,72,94,93.0,183,1
1,26,2,4,4,3,1,49,35,55,2,49.0,136,2
1,21,1,3,8,4,0,68,85,76,90,83.0,179,1
1,21,1,3,4,2,1,45,20,14,46,3.0,123,0
0,22,1,0,0,1,0,39,57,84,67,52.0,157,2
0,21,1,1,8,5,1,28,11,2,61,36.0,123,0
1,20,1,4,3,3,1,76,70,51,42,79.0,162,2
0,20,1,4,8,3,1,21,17,14,51,55.0,130,0
0,25,1,7,4,4,0,75,73,70,79,71.0,170,1
0,21,2,3,3,3,0,100,97,96,70,85.0,211,1
1,28,1,10,10,3,0,29,66,45,71,10.0,143,2
0,24,1,11,5,1,0,93,66,63,96,78.0,180,1
0,25,2,2,2,1,0,7,9,18,5,9.0,108,0
1,21,1,8,5,3,1,66,84,90,93,25.0,172,1
0,24,1,0,0,5,1,73,84,67,42,45.0,159,2
1,21,1,0,2,2,0,34,13,6,35,69.0,129,0
1,22,1,4,5,1,0,28,41,40,52,41.0,141,2
0,26,1,5,7,3,0,29,76,53,62,52.0,152,2
1,21,1,0,5,2,0,41,19,28,53,31.0,136,0
0,24,1,2,5,3,0,48,23,36,40,19.0,136,0
0,44,1,1,1,2,0,27,41,36,13,4.0,125,0
0,21,0,5,5,2,0,46,43,33,28,76.0,146,2
1,27,1,4,3,2,0,56,35,50,42,98.0,158,2
1,20,2,11,8,1,0,44,12,19,14,31.0,126,0
0,26,2,1,4,2,0,28,56,69,42,66.0,151,2
0,30,2,2,2,1,0,10,8,23,4,31.0,115,0
0,24,1,4,0,3,1,51,55,87,36,60.0,155,2
0,21,1,4,5,1,0,28,38,12,25,71.0,135,0
0,20,0,2,2,1,0,51,58,64,8,75.0,150,2
0,20,0,4,10,2,0,73,82,37,22,68.0,156,2
1,19,1,8,3,4,0,93,85,89,91,97.0,193,1
1,20,1,4,1,1,0,62,96,89,41,70.0,171,1
1,28,2,4,2,2,0,59,24,32,40,47.0,140,2
0,19,2,2,4,2,0,94,96,92,100,20.0,203,1
1,29,2,3,8,4,0,99,95,100,96,44.0,213,1
1,22,1,4,0,1,0,53,71,90,60,59.0,163,1
1,22,2,8,5,6,0,63,21,70,94,91.0,169,1
0,35,2,11,0,2,1,46,86,80,41,63.0,160,2
0,45,1,2,1,2,0,43,10,28,51,49.0,135,0
0,28,1,2,5,1,0,15,11,57,56,60.0,137,2
1,19,1,0,0,1,0,76,14,28,47,51.0,142,2
0,25,2,9,1,2,0,27,39,34,57,77.0,147,2
1,21,1,5,5,3,1,95,89,85,96,98.0,198,1
0,22,1,0,1,3,1,73,86,79,90,66.0,177,1
0,24,2,2,1,1,0,55,45,39,31,66.0,148,2
1,54,1,5,5,4,1,90,99,91,82,43.0,183,1
0,21,1,8,4,1,0,50,100,75,21,76.0,169,2
1,21,2,1,4,3,0,19,13,1,22,16.0,111,0
1,21,1,4,5,3,1,29,51,35,19,1.0,110,0
1,22,1,4,8,2,0,91,53,90,87,62.0,175,1
0,23,1,11,5,1,0,79,85,72,100,69.0,184,1
1,27,1,1,1,1,0,96,47,32,15,77.0,157,2
1,28,1,3,3,3,0,68,82,47,80,46.0,162,1
1,25,1,2,4,1,0,23,26,22,33,79.0,138,0
0,20,1,5,4,3,1,29,47,47,48,27.0,142,2
0,26,1,4,1,1,0,68,80,76,92,28.0,169,1
0,21,1,7,5,3,1,94,57,41,69,83.0,169,1
0,38,0,4,5,2,0,14,12,12,11,1.0,91,0
1,21,1,1,1,2,1,76,6,23,41,7.0,129,0
1,20,2,11,0,1,1,4,25,9,42,3.0,111,0
0,22,1,5,5,3,0,31,25,17,72,23.0,136,0
0,22,1,3,3,5,1,69,97,96,99,51.0,186,1
0,23,1,4,10,2,1,61,38,54,53,21.0,146,2
0,19,1,4,4,1,0,15,4,10,7,4.0,104,0
1,20,1,4,8,3,1,89,59,76,76,79.0,174,1
0,21,1,11,8,6,1,39,2,2,96,9.0,124,0
1,23,1,8,3,4,0,57,44,26,78,71.0,155,2
0,23,1,11,11,1,0,73,73,53,80,93.0,173,1
0,26,1,2,2,1,0,16,37,30,2,41.0,124,0
0,20,1,8,8,3,0,19,13,12,11,80.0,127,0
1,25,2,2,2,3,0,55,34,16,1,65.0,132,0
0,24,1,8,3,5,1,96,90,82,87,47.0,180,1
1,24,1,1,1,3,0,61,83,66,51,72.0,164,1
1,25,0,4,2,3,0,50,55,63,47,40.0,150,2
0,22,1,8,8,2,0,89,85,64,72,87.0,177,1
1,34,1,8,8,3,0,16,7,17,79,23.0,129,0
0,37,0,0,1,3,0,10,43,46,12,72.0,137,0
0,21,2,3,3,6,1,97,98,99,98,89.0,206,1
0,22,0,4,4,3,0,10,43,34,30,64.0,136,0
1,30,1,1,0,3,0,23,84,81,22,75.0,156,2
0,34,1,9,2,3,0,25,21,37,27,7.0,125,0
0,21,1,8,5,3,0,61,79,77,94,72.0,176,1
1,24,1,4,4,3,1,13,11,9,49,30.0,122,0
0,26,0,3,8,3,0,91,98,97,95,96.0,201,1
1,19,1,0,7,3,0,8,19,3,23,50.0,116,0
0,21,1,5,8,3,0,40,54,28,66,86.0,155,2
1,23,1,9,4,3,0,49,69,18,57,17.0,142,2
0,24,2,5,0,3,1,84,66,37,15,22.0,147,2
0,27,0,0,0,2,0,50,50,61,74,47.0,155,2
0,20,1,0,4,3,1,20,81,38,14,58.0,141,2
1,24,1,5,5,2,0,49,75,53,82,10.0,152,2
0,23,0,0,0,1,0,3,9,45,36,9.0,118,0
0,19,1,3,5,4,0,98,82,81,71,97.0,208,1
1,30,1,0,4,3,0,12,25,26,39,1.0,118,0
1,23,1,10,8,3,1,86,74,64,68,10.0,158,2
1,21,1,8,8,3,0,91,98,78,93,85.0,191,1
0,20,2,5,3,4,1,97,92,93,100,65.0,210,1
0,20,2,8,8,3,0,79,92,65,83,40.0,171,1
1,26,2,4,0,2,1,82,58,58,65,15.0,154,2
1,21,0,4,3,2,0,60,91,99,91,26.0,178,1
1,25,1,5,5,3,1,99,62,88,64,17.0,169,1
1,22,1,0,2,1,0,62,73,81,50,84.0,167,1
1,21,0,8,3,6,0,77,96,93,91,95.0,192,1
1,22,2,7,5,6,1,72,54,63,91,97.0,177,1
0,21,2,8,4,2,0,73,52,52,77,57.0,159,2
1,25,2,10,3,3,0,38,36,77,89,71.0,162,1
0,25,1,2,2,1,0,17,27,10,4,41.0,119,0
1,24,2,0,4,3,0,16,17,9,14,63.0,122,0
0,21,1,4,0,3,0,34,25,65,74,42.0,147,2
1,20,1,0,5,1,0,99,96,89,79,66.0,189,1
1,28,1,2,10,1,0,38,41,31,37,97.0,152,2
0,44,0,0,0,3,0,24,3,20,18,1.0,93,0
1,20,1,8,8,4,1,85,89,75,93,19.0,174,1
0,27,1,8,4,5,1,61,79,69,88,90.0,176,1
1,34,1,4,9,4,1,8,12,31,27,6.0,116,0
1,22,2,5,4,3,0,91,100,93,88,70.0,193,1
1,22,0,7,5,2,0,92,89,92,71,91.0,187,1
0,26,1,2,2,1,0,26,27,32,47,43.0,136,0
0,21,1,2,4,2,0,90,83,58,88,13.0,166,1
0,19,1,5,5,1,0,46,50,14,8,48.0,132,0
1,22,2,11,0,1,0,56,41,29,15,89.0,147,2
1,22,1,0,10,1,0,31,25,13,21,84.0,136,0
1,52,1,4,1,2,0,8,18,64,47,3.0,125,0
0,25,0,2,2,1,0,36,65,43,28,31.0,142,2
0,32,1,2,1,1,0,7,12,9,1,1.0,95,0
0,20,0,8,10,1,0,90,96,82,91,25.0,180,1
0,21,1,1,4,4,0,45,18,55,37,29.0,139,2
0,24,1,2,1,1,0,23,18,76,40,8.0,132,0
0,20,1,0,4,3,0,10,67,8,79,76.0,144,2
0,21,0,1,2,1,0,85,44,60,76,90.0,170,1
0,20,1,1,4,2,0,28,83,38,47,1.0,121,2
0,20,1,3,5,3,0,50,53,24,63,84.0,154,2
0,22,1,2,4,3,0,31,25,25,56,39.0,136,0
0,20,1,2,5,3,0,86,68,69,87,71.0,175,1
0,20,0,2,0,4,0,90,87,84,97,48.0,182,1
0,20,1,5,0,1,0,81,47,43,36,44.0,150,2
0,28,1,1,2,2,0,47,65,53,10,93.0,154,2
0,21,1,5,3,3,1,89,96,90,94,69.0,189,1
1,21,2,5,4,3,1,64,87,100,95,92.0,191,1
0,21,2,8,8,6,0,65,36,34,82,32.0,151,2
0,20,2,2,8,3,0,74,84,78,72,74.0,173,1
1,21,2,8,3,4,1,91,84,88,85,41.0,177,1
0,20,1,2,2,2,0,60,56,48,32,21.0,145,2
0,40,1,1,4,2,0,6,11,7,73,54.0,125,0
