MOD_RAZONA_CUANTITATIVO_PNAL,MOD_LECTURA_CRITICA_PNAL,MOD_COMPETEN_CIUDADA_PNAL,MOD_INGLES_PNAL,MOD_COMUNI_ESCRITA_PNAL,PUNT_GLOBAL,id_unico
88,88,80,84,81.0,182,98568
45,56,57,63,59.0,153,191817
20,2,3,11,5.0,100,17100
39,76,58,89,64.0,165,5950
35,50,56,85,85.0,162,47586
66,95,59,69,51.0,166,213526
50,25,69,30,91.0,153,11988
85,87,74,72,96.0,182,174787
79,70,87,96,53.0,175,38249
37,9,23,68,28.0,135,185921
65,80,65,22,27.0,152,60567
8,1,26,34,12.0,112,86589
3,20,15,49,1.0,97,148694
21,11,9,30,19.0,119,201736
81,69,76,71,26.0,163,221811
12,32,6,25,7.0,113,116017
86,100,91,91,87.0,195,229109
3,43,62,44,1.0,109,149517
71,97,75,75,46.0,171,168776
29,13,12,40,41.0,127,59832
59,75,79,94,21.0,167,176690
90,42,48,68,100.0,174,17864
62,52,84,94,64.0,170,7644
50,12,43,16,19.0,131,109567
36,76,78,71,64.0,162,126821
1,2,11,5,1.0,77,95749
18,27,10,44,57.0,129,117756
39,30,60,6,18.0,133,91877
55,61,24,74,52.0,151,172531
21,9,14,5,66.0,122,190567
73,61,66,39,75.0,161,90206
40,45,54,30,18.0,140,108049
6,10,15,5,12.0,107,13858
38,48,44,81,46.0,151,22197
42,89,88,37,48.0,159,198020
28,34,38,63,81.0,149,135030
24,81,6,2,30.0,125,166581
83,89,96,71,98.0,188,162324
97,94,75,97,51.0,186,130410
17,27,14,4,1.0,94,177843
72,70,90,19,2.0,146,157044
51,58,60,77,38.0,156,17548
54,65,47,63,73.0,159,170186
79,95,73,91,27.0,175,207642
87,63,64,88,79.0,175,118966
64,12,18,31,68.0,139,245740
16,21,20,20,12.0,119,127117
32,75,18,34,59.0,141,219043
92,53,44,78,25.0,161,245135
64,89,65,44,92.0,169,184384
65,51,45,57,27.0,150,92408
56,63,48,71,31.0,154,147423
84,58,85,73,2.0,155,204617
38,20,45,23,62.0,138,181851
9,6,8,37,18.0,114,205343
61,76,89,93,87.0,180,48822
84,43,49,74,65.0,162,214325
18,46,14,42,75.0,138,219055
74,57,41,94,78.0,170,13243
41,29,60,67,16.0,143,36562
36,57,75,87,8.0,151,5555
23,15,12,30,17.0,121,236219
13,31,46,30,35.0,132,166151
2,37,39,19,39.0,126,172436
58,16,8,37,27.0,130,146696
71,31,80,46,45.0,153,117117
13,7,20,30,54.0,123,170324
59,28,68,23,40.0,144,221180
92,74,82,88,43.0,175,190658
48,66,70,80,1.0,133,171139
14,3,8,23,20.0,112,61503
44,77,65,72,52.0,159,101168
8,4,11,34,33.0,116,143809
35,17,6,19,12.0,116,230460
54,74,25,61,91.0,160,83482
19,21,29,22,60.0,130,175602
70,67,79,61,84.0,169,22483
15,52,36,9,68.0,137,197856
63,22,56,66,66.0,153,35425
17,59,42,71,99.0,161,111203
75,97,69,82,55.0,174,173010
35,73,100,55,20.0,161,234645
92,44,45,50,87.0,164,78344
65,26,42,66,47.0,148,65914
7,13,30,38,32.0,125,63751
65,79,37,55,56.0,156,144278
76,83,86,47,68.0,169,88233
67,76,39,40,17.0,148,195357
45,67,28,79,20.0,150,158040
28,13,7,74,35.0,131,58462
86,81,82,72,4.0,161,45739
32,22,31,47,72.0,142,1126
46,66,55,57,60.0,154,198673
63,48,42,33,27.0,144,1336
32,19,13,48,18.0,128,31083
12,14,57,8,4.0,118,200042
43,45,18,27,25.0,134,70741
8,3,2,4,6.0,96,200562
48,72,67,49,97.0,166,175865
18,58,43,68,29.0,144,148122
26,65,77,40,60.0,150,12371
82,98,92,94,99.0,200,157117
78,58,84,39,77.0,165,236960
40,71,41,25,69.0,149,6566
70,44,41,38,33.0,146,216405
34,11,10,27,14.0,119,39695
28,33,67,21,25.0,137,165783
33,45,50,50,22.0,142,141913
9,38,21,6,38.0,123,89943
19,42,56,27,20.0,135,34181
11,16,8,9,68.0,121,118720
74,25,27,66,18.0,144,229031
21,8,17,16,71.0,127,152156
45,14,30,37,14.0,129,115297
74,5,35,5,38.0,130,216384
11,2,4,2,12.0,98,101358
22,47,39,38,2.0,128,116986
33,73,40,60,22.0,147,211409
28,37,16,62,1.0,110,24238
51,40,9,2,41.0,126,180528
5,11,21,65,30.0,126,130075
56,61,56,57,27.0,151,238908
46,73,78,81,95.0,173,144881
38,72,89,10,25.0,148,216383
28,39,74,32,32.0,142,97811
14,14,27,21,34.0,124,244126
34,43,49,20,54.0,140,60186
39,46,72,88,95.0,169,125154
81,85,100,87,91.0,191,188669
51,61,68,58,100.0,187,95473
38,59,88,12,47.0,148,235518
41,11,8,64,14.0,126,30637
26,69,58,74,42.0,152,164531
58,66,58,8,92.0,156,150146
26,69,60,34,83.0,153,152760
95,57,9,52,53.0,151,208807
88,63,100,98,64.0,188,120166
36,82,92,85,80.0,174,85962
72,71,56,35,21.0,152,35890
69,68,76,89,94.0,178,196117
21,40,75,40,76.0,150,17674
45,12,36,37,13.0,129,138553
37,64,65,75,69.0,160,219428
2,18,7,11,25.0,110,232153
97,94,73,84,71.0,186,157327
85,67,32,85,42.0,162,219066
43,44,4,79,13.0,133,160913
24,49,51,37,46.0,141,73113
15,86,15,17,25.0,133,91045
12,24,3,66,10.0,119,241771
86,100,96,97,88.0,200,177633
18,4,8,31,1.0,91,238763
11,64,64,41,21.0,141,4954
30,20,6,2,31.0,116,72435
71,96,80,63,23.0,167,93616
14,33,34,3,90.0,135,235565
61,18,56,60,71.0,152,197942
36,49,41,35,15.0,137,245461
1,26,19,14,19.0,114,95567
92,63,53,65,74.0,168,210705
18,14,34,12,46.0,126,38501
54,37,20,42,46.0,139,111400
54,96,90,81,85.0,180,134988
66,85,62,65,10.0,155,223875
50,30,21,25,62.0,138,85598
100,100,100,98,98.0,219,213268
43,59,78,81,76.0,165,147076
59,38,26,58,36.0,144,137587
69,53,62,75,50.0,159,73768
81,23,53,90,84.0,167,154415
88,86,83,88,17.0,173,120464
32,28,15,28,18.0,127,213952
90,39,76,96,90.0,180,124643
80,95,81,94,98.0,192,91561
15,27,6,43,60.0,127,18248
37,56,66,4,24.0,138,92606
81,32,51,59,47.0,153,138544
57,30,65,17,5.0,134,150580
17,4,37,34,49.0,127,78421
21,5,14,59,73.0,132,82846
49,53,46,47,73.0,153,206732
42,80,80,76,80.0,169,193763
65,61,80,97,84.0,178,14445
57,78,67,83,55.0,165,92960
7,1,4,16,7.0,97,203889
61,82,56,83,87.0,172,177165
58,68,43,19,11.0,139,39028
71,80,72,92,92.0,180,19861
71,49,80,86,1.0,137,127303
14,14,15,14,66.0,125,163312
44,90,72,3,49.0,148,1955
92,80,77,97,67.0,184,37453
48,31,9,28,72.0,137,108056
99,92,97,61,53.0,182,55642
56,84,44,56,23.0,153,212467
7,3,3,29,55.0,112,198352
35,49,84,25,74.0,153,232016
32,13,21,32,46.0,129,104424
26,7,4,48,51.0,123,27961
85,89,96,82,63.0,181,127021
63,35,72,40,87.0,158,178254
7,43,63,20,24.0,133,143850
54,60,43,67,55.0,153,22971
73,44,71,33,28.0,150,47426
23,4,68,28,16.0,128,211554
66,66,62,4,22.0,144,85998
71,15,49,65,10.0,141,72042
11,20,14,15,65.0,125,50066
98,54,86,53,83.0,176,86233
9,6,12,26,15.0,113,222761
43,80,70,82,59.0,164,46698
81,84,62,67,75.0,171,2317
67,80,72,76,31.0,163,231929
47,14,14,49,60.0,135,198427
7,18,18,2,1.0,105,213261
86,99,96,90,1.0,159,157266
30,40,71,50,72.0,152,45992
27,10,3,44,1.0,95,83926
13,8,27,20,34.0,122,184296
63,63,33,13,50.0,143,37499
62,57,87,98,90.0,181,178554
96,96,100,91,98.0,206,79001
79,91,91,92,6.0,170,198086
32,80,73,96,72.0,171,172267
86,85,84,98,47.0,181,216989
30,8,7,14,72.0,125,71364
29,70,48,37,37.0,145,245401
68,19,17,23,18.0,131,39563
55,14,12,10,48.0,127,179805
60,31,41,68,73.0,154,231940
17,28,17,45,1.0,104,195108
35,80,89,76,90.0,173,168812
76,75,74,88,8.0,161,94199
43,16,31,6,37.0,128,170827
14,9,14,31,1.0,95,180105
12,6,19,15,48.0,119,160664
35,45,66,44,6.0,138,38890
16,18,12,3,69.0,122,29557
63,97,89,45,95.0,178,165386
26,14,41,51,2.0,125,43659
35,46,33,71,1.0,119,102926
61,37,55,34,51.0,146,193853
53,63,77,72,46.0,159,77147
35,17,5,15,38.0,121,103827
67,25,56,55,53.0,149,115372
12,57,67,49,63.0,147,127911
4,17,43,3,48.0,120,174212
72,79,97,85,62.0,177,119376
56,33,49,38,36.0,143,203520
79,94,76,91,88.0,185,189501
72,94,99,57,92.0,184,231668
78,47,82,31,66.0,159,150727
52,43,98,59,84.0,167,132311
1,40,46,40,26.0,128,227547
9,20,22,24,56.0,125,195776
22,89,36,27,8.0,136,154530
63,60,78,33,6.0,146,213753
64,18,6,59,83.0,142,100870
50,27,73,17,59.0,144,158978
77,75,52,56,80.0,166,161744
9,55,71,60,7.0,138,145418
37,15,12,32,25.0,126,243760
25,71,26,78,78.0,155,190002
93,88,72,100,85.0,206,225705
38,41,28,44,4.0,130,109191
82,99,96,66,80.0,185,143232
78,73,58,51,64.0,162,225150
8,40,30,58,4.0,126,114195
80,45,30,59,47.0,151,40339
23,10,7,4,48.0,116,112439
50,85,56,77,76.0,167,122995
1,21,15,66,12.0,117,170895
80,79,79,82,18.0,167,135564
33,33,9,24,26.0,126,59807
12,20,9,9,44.0,118,18217
41,11,7,53,36.0,128,69241
23,56,58,27,77.0,148,95676
58,49,27,35,66.0,147,198371
78,91,81,74,46.0,171,210712
92,97,100,76,49.0,187,28087
49,45,48,60,83.0,156,113840
31,37,20,48,52.0,137,34343
19,55,13,55,35.0,135,167815
95,96,65,77,88.0,185,113144
58,90,71,88,37.0,168,50261
78,94,92,99,42.0,184,113853
75,54,24,28,28.0,144,113925
87,96,85,83,91.0,188,199104
51,72,86,24,29.0,153,203893
15,45,37,38,50.0,137,77851
15,36,15,59,33.0,132,14406
35,49,67,29,59.0,146,44110
11,29,8,25,15.0,117,160473
47,67,41,43,34.0,147,142442
15,13,23,21,79.0,131,73914
6,34,47,8,55.0,128,226904
19,8,32,45,87.0,139,123875
98,97,94,92,65.0,194,40210
62,59,41,24,79.0,153,131833
4,2,7,1,8.0,76,106422
94,62,74,81,79.0,177,232938
7,33,62,22,60.0,135,213408
36,17,24,66,12.0,132,17588
43,67,35,33,67.0,149,203717
86,90,98,65,36.0,176,150493
50,18,2,7,13.0,114,103172
2,52,26,33,84.0,136,64763
38,62,55,74,62.0,156,45302
44,45,63,52,34.0,148,231056
95,97,100,95,80.0,217,176326
26,22,55,4,21.0,128,238380
94,47,36,50,48.0,155,239400
30,12,19,93,21.0,139,232051
4,9,1,29,1.0,81,150755
55,69,33,51,2.0,139,238804
47,36,23,43,27.0,137,22992
89,67,53,87,69.0,172,22404
71,29,63,82,61.0,159,118736
28,62,33,24,95.0,150,121659
41,18,31,22,11.0,126,89171
25,31,43,52,48.0,140,235739
37,43,26,11,39.0,133,145513
26,11,5,12,69.0,123,240255
14,7,1,4,1.0,94,164080
73,30,46,43,5.0,138,127479
94,54,81,82,38.0,170,92267
51,43,70,59,69.0,157,49880
9,2,2,6,1.0,76,99109
54,52,66,70,35.0,154,131933
51,54,63,19,60.0,148,127816
94,89,46,72,19.0,166,112196
9,22,28,21,98.0,139,36571
20,22,34,57,18.0,133,41882
2,3,5,4,16.0,99,89888
64,26,17,2,75.0,135,241899
70,15,29,61,25.0,141,197468
96,64,81,36,98.0,177,216333
4,7,14,8,2.0,102,97973
76,93,95,78,93.0,186,214927
39,23,27,59,26.0,138,3532
68,87,11,5,85.0,149,161581
83,73,62,48,83.0,167,158773
74,81,70,72,96.0,176,45928
18,40,33,89,33.0,145,76532
39,53,44,25,34.0,141,61106
86,96,88,100,19.0,199,66941
66,74,40,89,54.0,163,205029
74,86,67,8,51.0,154,41547
71,68,53,62,56.0,158,142640
66,76,83,70,82.0,172,186103
89,90,65,66,58.0,170,92641
29,27,11,61,90.0,143,44871
84,74,87,53,89.0,175,20735
88,26,42,58,94.0,163,91378
27,24,22,21,70.0,134,153026
26,24,74,55,10.0,136,231407
12,25,21,58,11.0,125,176822
42,33,93,52,1.0,126,177325
27,60,27,40,11.0,133,189069
23,98,75,76,77.0,170,9607
22,43,23,65,20.0,137,84748
35,48,22,13,96.0,145,219545
4,31,93,26,29.0,137,15257
44,32,50,20,83.0,147,205302
91,66,38,41,32.0,155,50868
21,28,12,69,65.0,138,44559
30,29,43,37,59.0,139,35420
90,92,94,58,12.0,169,48653
61,93,100,67,96.0,186,40876
1,45,53,19,12.0,123,214611
12,4,1,19,12.0,102,56149
88,71,72,72,36.0,166,113127
21,6,4,13,36.0,113,99865
81,58,72,45,53.0,159,46774
86,92,89,66,93.0,184,120069
62,50,83,46,82.0,162,170774
72,52,50,76,86.0,166,142052
46,32,27,72,60.0,146,131723
88,99,98,96,81.0,198,147601
68,60,65,49,95.0,166,242930
9,10,34,47,3.0,118,122638
41,25,17,33,54.0,134,6467
1,9,10,24,44.0,111,74336
47,33,51,38,87.0,152,6330
55,79,88,89,75.0,175,93364
68,92,57,69,76.0,170,207660
26,10,9,21,49.0,121,71216
22,2,41,56,36.0,130,91089
71,60,80,81,6.0,156,125360
53,47,69,66,33.0,153,186885
38,76,20,82,21.0,149,108931
47,77,87,53,67.0,164,150410
14,81,37,60,32.0,145,42637
46,90,96,88,67.0,177,200015
77,97,96,88,95.0,193,157008
64,70,80,66,25.0,160,178820
42,53,77,70,56.0,156,86067
6,8,26,23,61.0,123,167216
73,71,88,95,62.0,176,195534
59,33,26,51,33.0,141,132847
77,98,99,97,100.0,221,51045
48,53,26,71,14.0,142,22562
45,36,37,41,16.0,137,5459
6,7,27,15,32.0,118,245982
27,72,74,72,12.0,149,231276
64,33,68,92,57.0,161,88245
82,78,85,90,85.0,182,117266
50,72,98,48,46.0,162,134196
22,32,32,10,15.0,125,157498
73,54,46,68,23.0,154,49451
46,20,59,59,58.0,146,232628
49,65,47,34,18.0,144,34361
35,2,7,18,6.0,108,72520
82,83,68,33,96.0,172,17099
28,38,39,81,16.0,143,181294
49,12,30,10,19.0,127,163870
6,11,2,15,25.0,107,231984
71,60,42,69,57.0,157,163386
19,35,9,10,7.0,115,94983
67,72,72,87,87.0,175,198210
76,83,57,89,24.0,166,114611
85,88,86,71,68.0,177,46306
47,64,53,76,84.0,164,151913
20,34,72,48,11.0,136,72207
71,87,53,1,67.0,152,26714
11,13,5,55,78.0,128,106360
61,50,37,53,20.0,146,52352
16,17,8,4,1.0,89,181096
32,45,57,29,63.0,145,56716
81,92,91,84,74.0,183,3645
45,48,51,60,73.0,155,137796
64,86,73,74,92.0,176,161416
78,78,90,77,98.0,184,10506
9,12,11,17,47.0,118,198110
26,4,40,17,18.0,123,82141
7,16,7,8,15.0,109,188247
17,12,5,29,4.0,110,219869
12,59,53,1,37.0,130,188524
21,42,61,32,38.0,140,69170
68,65,84,87,97.0,180,175654
75,42,84,39,49.0,155,26836
32,42,5,12,67.0,130,204414
18,11,30,60,71.0,138,224153
95,98,79,61,19.0,174,115190
86,91,68,79,79.0,179,206099
67,83,94,75,34.0,170,30581
91,49,59,50,49.0,158,2390
27,29,41,53,12.0,133,200407
33,56,47,44,80.0,152,131172
6,96,96,89,94.0,178,218540
54,97,78,73,60.0,170,163945
93,96,94,94,95.0,198,233238
15,80,41,64,56.0,149,142371
53,83,67,33,68.0,159,94014
69,67,73,91,97.0,180,43065
61,84,80,56,83.0,170,149019
12,28,40,62,24.0,135,18747
96,83,97,94,87.0,194,109850
56,81,46,71,54.0,158,160449
67,36,85,26,93.0,161,172927
65,73,83,51,31.0,159,166915
27,28,5,47,27.0,126,9648
19,11,10,22,18.0,118,125961
84,74,64,63,12.0,157,101576
23,4,8,38,24.0,118,5207
35,18,14,3,55.0,123,16114
40,63,73,68,90.0,165,194998
12,6,4,40,1.0,90,223821
98,75,67,99,70.0,187,173621
90,92,77,92,92.0,189,215228
10,18,4,4,28.0,111,160796
5,2,8,17,6.0,102,64349
36,32,30,51,7.0,131,57543
52,34,23,71,51.0,145,149456
44,24,13,7,1.0,99,6392
99,100,100,97,100.0,237,91809
33,67,31,63,63.0,150,233963
76,34,29,86,58.0,156,205047
4,15,4,5,10.0,101,93566
67,95,62,80,23.0,166,196231
42,68,60,76,54.0,157,195428
62,83,96,44,68.0,169,4181
17,19,37,32,2.0,121,181232
11,46,72,45,68.0,147,54789
94,93,77,99,96.0,197,18135
22,15,22,42,5.0,121,216876
37,20,37,46,32.0,137,20693
74,70,62,67,48.0,161,98559
88,78,79,78,65.0,175,91617
7,1,17,25,5.0,103,145985
100,79,96,79,6.0,175,208703
1,17,47,9,1.0,93,69900
74,79,96,84,25.0,172,239781
57,93,85,68,85.0,175,130429
33,58,55,31,84.0,152,132315
51,78,73,46,9.0,149,169313
21,17,57,42,53.0,137,109495
63,24,64,11,22.0,139,244326
84,90,63,83,66.0,176,43764
11,31,39,74,1.0,126,177257
54,63,73,88,15.0,158,96243
50,76,44,50,88.0,160,433
10,37,10,36,15.0,121,152098
32,20,68,9,5.0,126,98892
16,3,30,19,86.0,129,106354
80,89,82,81,81.0,180,139541
62,55,80,65,98.0,172,227646
29,58,11,66,39.0,139,124212
1,16,10,84,1.0,98,206163
80,10,24,55,4.0,132,120020
84,98,86,80,84.0,187,27905
43,79,65,41,71.0,158,46923
61,37,47,36,96.0,157,86405
79,68,85,75,1.0,140,72062
4,16,3,27,40.0,113,134068
60,22,65,30,49.0,144,219104
1,13,31,22,4.0,110,242085
99,96,79,86,79.0,191,94416
49,66,39,42,61.0,149,46960
1,15,40,23,44.0,122,60453
73,88,77,86,85.0,180,142671
7,10,68,39,1.0,119,37789
56,23,80,35,18.0,143,100751
65,28,28,47,50.0,143,240183
40,42,11,15,67.0,135,161453
92,98,74,75,42.0,177,156742
69,59,81,60,95.0,171,245043
89,78,52,80,59.0,168,231850
42,37,29,52,50.0,142,99191
26,37,36,30,16.0,132,133388
16,22,12,5,3.0,109,6414
26,52,58,83,7.0,144,217339
45,38,37,53,18.0,141,42857
89,95,95,80,75.0,187,106248
8,43,43,27,1.0,106,153750
66,18,38,10,57.0,138,1088
56,61,54,36,44.0,149,190708
20,19,42,36,19.0,131,238151
32,46,36,44,2.0,130,8164
17,19,35,13,71.0,133,137258
12,29,10,41,45.0,126,154782
85,79,77,68,85.0,176,205567
75,80,47,78,39.0,162,65683
42,60,59,26,24.0,144,129551
76,73,44,69,8.0,152,133611
10,3,8,14,26.0,110,83947
76,31,61,70,91.0,165,21391
18,5,2,21,57.0,113,81171
94,83,71,63,44.0,169,209262
55,93,79,39,11.0,154,188556
49,22,18,37,4.0,125,188494
81,81,44,92,81.0,175,122431
42,46,64,50,98.0,162,76138
24,7,6,8,4.0,106,125969
80,69,76,81,68.0,172,75992
95,83,85,100,75.0,193,142976
99,98,96,97,93.0,206,222792
35,16,22,3,46.0,124,7463
59,40,86,73,62.0,160,139217
41,77,100,82,98.0,184,173474
7,66,92,63,79.0,158,162326
29,5,51,5,44.0,126,15643
71,68,83,67,56.0,164,50502
30,27,53,12,50.0,135,207768
28,24,8,9,19.0,120,56449
44,17,35,26,62.0,137,219874
18,56,67,85,90.0,163,176138
56,34,69,63,49.0,152,96999
7,37,30,66,9.0,128,11794
14,15,24,35,74.0,133,9090
49,65,56,19,5.0,137,154779
78,64,81,85,69.0,173,185317
44,15,21,70,79.0,145,167730
62,66,49,62,46.0,155,188784
41,27,18,17,13.0,125,22657
68,67,57,72,20.0,157,163133
82,93,97,88,61.0,183,106092
37,40,62,54,59.0,148,203325
45,58,80,54,84.0,162,157915
16,64,47,43,79.0,149,81616
3,11,48,44,30.0,127,6969
91,76,65,68,52.0,167,207987
97,94,95,79,75.0,190,120925
4,18,22,4,9.0,109,5149
59,8,24,64,95.0,150,117354
21,57,10,21,72.0,135,114826
32,13,19,46,11.0,124,155440
65,19,33,46,5.0,133,159426
31,49,28,47,8.0,132,231783
80,36,41,51,43.0,150,88190
6,23,27,42,30.0,127,88439
94,41,88,80,62.0,172,63050
59,74,83,49,41.0,159,38328
77,76,86,95,95.0,186,31873
99,100,92,84,1.0,164,77973
21,28,16,19,57.0,128,89007
54,74,61,44,37.0,153,165437
47,22,16,65,15.0,133,13607
56,100,96,77,94.0,188,122756
59,55,64,68,37.0,155,229761
48,33,58,59,3.0,137,4938
89,79,73,89,76.0,180,50947
58,54,61,87,78.0,166,232449
23,16,40,18,4.0,121,147449
55,69,85,65,84.0,169,81322
66,73,70,78,53.0,164,226975
88,50,66,86,98.0,179,122009
3,23,13,57,28.0,124,224971
34,70,38,54,53.0,148,54752
33,54,57,42,55.0,147,134972
93,67,56,73,47.0,166,220124
62,35,47,21,82.0,150,71558
92,95,83,97,20.0,182,78449
74,81,65,30,3.0,147,158281
100,91,96,69,81.0,192,111687
17,53,41,14,44.0,134,166783
45,55,21,44,56.0,143,57526
93,80,67,74,92.0,180,89715
89,98,100,95,71.0,198,131531
75,66,43,65,99.0,172,198968
62,74,52,64,25.0,155,155914
96,62,82,54,46.0,167,117075
21,81,44,13,49.0,141,188442
35,15,19,14,97.0,139,74335
40,28,15,10,8.0,121,101394
24,13,14,32,1.0,114,73350
21,39,74,10,82.0,145,210558
15,18,14,7,16.0,116,121307
98,29,45,21,59.0,153,233559
49,56,63,15,2.0,134,43667
20,62,36,48,68.0,147,236833
77,92,77,90,1.0,148,197431
21,48,50,15,36.0,135,159712
33,76,35,53,37.0,147,101199
90,70,84,84,58.0,174,162357
43,23,52,17,34.0,136,231380
19,16,13,89,21.0,135,21315
30,19,42,61,14.0,134,159185
48,16,14,82,33.0,140,44355
16,16,10,47,41.0,125,28506
74,31,67,27,51.0,148,231995
43,31,36,5,31.0,131,23658
26,72,60,93,79.0,166,176369
62,46,63,50,33.0,150,28503
83,24,11,98,54.0,155,2529
14,7,9,32,33.0,118,151270
88,76,99,100,75.0,193,74400
3,15,5,11,1.0,99,167179
57,38,72,45,11.0,143,39645
43,13,23,22,1.0,103,8327
17,65,60,58,44.0,147,220750
1,56,22,3,1.0,93,8504
92,82,91,92,82.0,188,47058
28,65,72,15,18.0,141,146912
50,90,96,58,26.0,165,122898
49,61,81,84,19.0,159,50187
39,35,48,40,7.0,134,37196
27,34,48,42,21.0,137,212804
79,21,49,62,31.0,149,114107
82,87,74,76,60.0,172,7434
66,18,16,10,32.0,129,11914
57,32,58,73,87.0,160,222367
10,43,44,49,57.0,139,207551
37,54,54,36,41.0,144,122535
77,92,81,98,40.0,180,116601
99,96,99,100,24.0,196,9908
36,6,16,26,51.0,125,194369
65,95,95,81,94.0,187,160339
12,27,12,1,78.0,104,234777
79,66,50,54,80.0,164,54160
78,83,88,92,98.0,189,147132
47,76,98,87,91.0,181,142540
81,32,65,30,45.0,150,29495
25,22,42,20,88.0,142,215282
62,50,87,64,41.0,159,168159
93,87,92,98,76.0,192,229711
100,90,71,92,24.0,182,215486
88,86,83,77,74.0,179,119870
16,62,16,5,61.0,130,17531
51,58,100,90,77.0,178,171855
43,43,33,10,65.0,140,117873
81,91,78,85,63.0,177,81446
85,84,91,99,90.0,192,222403
33,71,54,57,23.0,149,13206
15,37,43,75,57.0,144,81650
76,69,96,51,85.0,174,34867
30,56,24,24,10.0,129,161189
54,88,95,32,96.0,174,90763
73,53,63,55,84.0,163,26767
81,97,90,90,38.0,180,219188
18,46,5,47,58.0,130,49358
92,90,88,100,80.0,208,16104
18,66,47,13,48.0,138,26125
62,64,72,66,16.0,154,99604
27,34,75,40,98.0,157,157123
38,65,92,41,22.0,152,146894
77,66,92,82,94.0,181,14948
76,63,79,87,92.0,178,219895
29,86,87,41,22.0,154,161173
12,19,52,22,80.0,137,150793
79,79,72,77,24.0,165,52965
45,42,39,69,87.0,156,30841
43,35,87,33,21.0,146,128669
75,65,82,61,1.0,135,181210
88,63,64,57,69.0,167,237982
82,50,88,79,31.0,165,205855
34,54,88,67,70.0,161,229339
39,25,12,15,42.0,128,58284
67,100,95,97,96.0,198,223677
37,80,74,30,53.0,152,8560
12,16,24,2,41.0,118,170969
47,38,13,1,78.0,132,175877
89,74,57,33,38.0,158,201834
13,23,28,5,18.0,120,200928
30,11,22,25,52.0,128,116479
72,10,53,46,33.0,143,160379
83,77,70,45,46.0,161,113036
86,86,80,97,87.0,188,185178
8,23,41,3,7.0,115,177613
57,73,75,54,62.0,160,30040
2,35,19,31,89.0,133,221928
71,90,88,81,94.0,183,150855
69,41,97,92,99.0,185,206682
79,28,73,71,46.0,157,130454
67,80,68,69,79.0,169,136720
57,61,95,40,79.0,165,4389
34,57,54,78,82.0,160,14758
48,71,65,85,98.0,174,187086
95,97,84,81,46.0,181,202334
66,54,51,77,66.0,161,95847
34,25,60,58,76.0,150,19863
59,30,11,7,79.0,136,159323
31,95,93,84,77.0,176,32470
86,65,71,57,85.0,171,159680
92,62,78,32,45.0,161,26495
12,30,12,19,20.0,121,47626
64,7,10,49,95.0,144,178119
29,32,17,11,4.0,119,192477
17,10,10,60,25.0,125,70290
50,83,70,28,98.0,167,78081
79,86,48,95,99.0,186,180571
7,23,51,57,78.0,142,94722
84,32,33,48,8.0,141,96976
26,26,29,5,16.0,123,210720
27,46,40,21,79.0,143,136825
30,34,77,31,1.0,116,183873
42,15,44,12,44.0,132,146812
27,82,39,88,78.0,163,74085
53,57,70,53,37.0,153,145592
27,49,40,12,80.0,142,31411
59,55,83,30,66.0,157,80422
4,7,19,19,64.0,120,1359
34,59,32,40,78.0,148,104103
100,81,100,87,71.0,195,8825
69,19,62,23,1.0,116,2023
16,51,3,1,23.0,96,11872
90,85,82,75,86.0,182,124249
57,7,18,50,80.0,141,39470
99,99,96,90,87.0,202,104793
88,92,99,82,90.0,192,93791
44,53,82,24,24.0,146,96660
97,93,78,94,65.0,188,82553
40,59,72,60,97.0,166,59365
32,52,57,32,22.0,141,87309
3,6,36,26,11.0,114,103101
5,7,3,16,28.0,108,188171
35,71,99,94,29.0,170,91668
11,14,19,12,3.0,110,214055
65,97,87,69,100.0,204,21951
60,61,51,54,51.0,153,130204
87,37,51,37,31.0,150,162173
81,98,84,90,90.0,190,48186
1,5,8,56,64.0,116,144372
34,36,45,25,73.0,144,148701
2,28,26,8,91.0,129,26337
20,19,1,47,18.0,118,67660
59,32,77,93,43.0,161,66396
25,10,14,61,5.0,121,79580
22,20,13,57,72.0,136,161945
54,67,56,30,98.0,163,124176
4,4,41,2,11.0,108,81573
83,97,100,98,16.0,188,51762
53,41,45,22,77.0,148,52344
86,83,95,71,61.0,176,19064
49,33,34,15,78.0,143,194312
72,71,86,63,54.0,165,176796
70,78,61,82,7.0,156,61408
100,78,82,71,29.0,176,65514
65,82,65,42,98.0,170,85115
7,2,5,9,10.0,100,242659
71,82,79,84,43.0,169,118509
78,65,74,82,61.0,168,46603
64,42,49,93,94.0,170,179770
75,11,36,10,31.0,134,158468
67,49,36,47,29.0,147,110233
45,57,32,40,62.0,146,38811
30,88,37,24,32.0,144,240362
41,13,20,25,19.0,127,101376
62,27,24,28,59.0,139,30820
18,22,27,31,58.0,131,237423
87,29,47,85,76.0,165,161379
80,79,91,83,75.0,179,158397
56,90,99,90,96.0,190,216223
50,4,13,29,59.0,127,14842
90,53,37,43,16.0,150,32011
64,55,73,86,80.0,170,42703
88,75,30,86,94.0,175,208388
89,61,61,79,50.0,166,227170
40,7,38,28,12.0,126,68882
12,12,42,8,37.0,123,238798
55,28,32,24,63.0,141,119907
43,63,67,85,84.0,167,219101
71,93,72,63,98.0,180,73220
10,14,2,34,4.0,107,91230
87,45,80,70,41.0,163,151839
6,3,8,4,4.0,98,204748
