MOD_RAZONA_CUANTITATIVO_PNAL,MOD_LECTURA_CRITICA_PNAL,MOD_COMPETEN_CIUDADA_PNAL,MOD_INGLES_PNAL,MOD_COMUNI_ESCRITA_PNAL,PUNT_GLOBAL,id_unico
75,86,82,90,96.0,185,147470
4,12,30,6,72.0,124,186950
30,63,19,18,4.0,126,67962
9,31,12,1,25.0,114,158435
16,10,33,50,27.0,129,229046
33,23,25,16,93.0,141,160688
81,52,68,36,66.0,159,230008
98,100,99,96,74.0,205,216798
69,44,58,84,21.0,156,106169
27,13,25,5,28.0,122,81186
49,8,35,37,55.0,136,87835
65,65,91,39,21.0,156,92445
8,19,55,56,48.0,135,43043
41,62,63,80,65.0,160,189285
66,77,91,55,56.0,165,41137
36,37,30,20,20.0,132,183359
8,46,68,48,27.0,139,37708
25,48,38,34,1.0,112,227187
67,78,84,73,64.0,169,67711
88,73,18,36,83.0,158,21645
42,5,9,67,56.0,131,47376
81,25,73,36,18.0,148,118610
99,98,100,100,90.0,228,197479
63,42,69,30,73.0,154,5563
5,28,44,16,29.0,126,155939
24,88,94,68,1.0,136,119343
13,26,23,59,78.0,140,72858
91,67,91,24,42.0,162,70140
81,78,97,77,74.0,180,95000
98,88,91,72,81.0,187,191946
83,94,74,96,91.0,189,121728
22,27,84,67,94.0,159,119149
95,78,75,89,52.0,177,4643
74,28,42,71,66.0,155,237890
34,8,10,3,12.0,111,55161
66,35,54,11,57.0,143,152550
37,16,28,3,64.0,130,7492
61,62,19,55,10.0,140,202299
78,20,5,30,14.0,127,112950
27,22,19,31,4.0,121,45657
47,60,82,60,36.0,155,184593
49,67,84,39,16.0,150,16478
58,54,51,93,85.0,169,114541
50,80,71,69,81.0,167,120311
98,98,83,87,87.0,195,243226
59,41,54,56,1.0,123,172547
60,3,46,76,23.0,141,177683
87,100,90,99,97.0,203,22756
71,87,75,95,62.0,176,228899
86,89,97,95,97.0,197,17564
81,79,50,53,84.0,167,356
91,92,51,94,19.0,173,64026
28,20,37,64,61.0,141,230352
90,51,16,82,96.0,168,76459
100,100,93,100,91.0,226,22995
94,81,92,73,57.0,177,216530
85,73,89,84,96.0,184,170463
98,84,84,86,66.0,184,220048
45,11,31,10,2.0,118,80766
98,91,74,92,72.0,188,233872
42,66,23,90,33.0,152,75615
6,2,9,29,8.0,104,1647
96,71,88,82,39.0,176,3798
42,22,26,12,40.0,130,96687
55,78,97,80,74.0,176,32677
50,16,37,21,27.0,133,7206
63,50,18,1,64.0,117,128186
50,27,57,72,58.0,151,42131
85,84,71,85,36.0,171,71535
45,32,21,10,1.0,105,204479
84,76,5,27,98.0,156,23862
64,35,35,78,85.0,159,212157
24,40,60,26,16.0,135,191056
93,85,80,95,37.0,179,126098
24,38,52,50,1.0,130,60929
99,81,71,73,49.0,175,164355
50,46,64,77,84.0,163,170484
64,65,53,68,66.0,161,233983
28,68,31,44,56.0,144,27618
49,37,31,27,17.0,135,240224
67,41,45,89,76.0,164,103136
12,13,57,27,5.0,122,161754
72,69,78,78,25.0,163,13911
87,73,42,46,81.0,165,28009
10,78,66,3,55.0,138,68504
90,88,69,47,100.0,181,71084
19,9,50,13,51.0,128,29665
58,92,1,1,31.0,109,114864
91,99,89,88,99.0,199,40233
89,72,90,76,97.0,184,121238
11,13,49,28,46.0,129,58663
72,79,85,87,1.0,158,177357
31,76,69,67,30.0,154,129552
50,66,86,41,28.0,154,56396
56,3,14,58,28.0,130,39687
11,6,17,26,55.0,121,70366
40,50,73,91,79.0,166,115428
38,51,21,32,61.0,140,73974
77,30,40,35,25.0,143,70987
16,53,47,1,85.0,119,58490
59,56,28,44,1.0,119,245837
36,70,60,10,7.0,136,222185
79,67,39,81,58.0,162,13702
3,2,1,22,1.0,77,99874
22,5,3,39,13.0,112,90047
45,58,85,2,46.0,144,239059
20,35,25,29,68.0,137,120223
96,90,96,97,97.0,201,76319
38,21,25,35,18.0,130,103778
87,87,88,15,45.0,163,109397
83,71,91,49,83.0,173,217068
82,90,95,17,35.0,164,4868
61,46,49,14,84.0,151,37540
99,57,80,97,28.0,179,134357
42,43,30,26,16.0,134,134665
90,94,96,98,89.0,197,175458
26,45,63,57,58.0,148,20518
94,94,43,49,65.0,170,93623
57,66,55,61,32.0,153,75939
13,55,37,43,31.0,137,209742
69,25,42,47,14.0,139,105564
79,65,81,53,72.0,167,196236
5,42,75,27,4.0,128,183650
45,89,64,20,69.0,157,199604
24,42,43,36,80.0,146,234796
54,70,73,72,5.0,151,122873
6,57,38,49,32.0,136,222829
21,29,25,66,57.0,139,95967
16,51,57,4,65.0,138,236630
74,39,58,86,59.0,161,50722
7,23,24,10,10.0,115,45491
51,23,31,49,15.0,135,201037
18,6,9,5,4.0,105,43728
25,93,93,75,1.0,150,186501
33,51,34,17,68.0,142,30328
97,65,96,66,89.0,183,15312
94,38,68,55,89.0,169,224951
6,24,17,31,31.0,122,9459
61,67,66,81,37.0,161,172129
9,9,1,28,1.0,84,240766
33,33,47,31,74.0,145,239826
34,7,10,4,96.0,129,16191
87,91,76,74,53.0,173,55282
4,18,13,10,6.0,108,236921
18,26,40,64,22.0,136,224416
45,27,16,11,63.0,132,28776
14,32,36,39,58.0,135,35283
27,33,46,28,46.0,137,213635
84,72,44,87,65.0,170,113459
12,22,37,53,11.0,127,172382
77,69,82,73,22.0,164,6945
11,30,26,16,23.0,125,83302
15,9,5,9,26.0,112,132048
29,10,4,83,34.0,130,221821
95,88,68,100,89.0,193,131928
99,66,91,53,69.0,178,98372
73,74,77,9,15.0,148,81851
53,47,57,16,59.0,145,203678
29,43,23,52,16.0,134,236676
37,63,74,67,29.0,153,179925
88,33,34,48,50.0,150,194232
55,12,20,23,41.0,131,165911
22,68,74,80,87.0,164,242346
60,77,47,82,81.0,168,19616
67,64,10,49,69.0,149,14487
6,21,10,1,93.0,120,37023
100,84,90,90,27.0,185,87467
51,7,43,41,48.0,136,181982
23,9,4,45,73.0,127,190677
79,28,47,34,51.0,147,242826
14,7,5,15,23.0,112,219256
4,7,43,2,12.0,110,175902
82,77,64,49,77.0,167,216959
53,87,88,97,33.0,174,212547
10,12,37,3,17.0,116,4832
81,94,98,84,59.0,183,157977
24,63,36,76,96.0,160,82493
96,99,98,99,97.0,209,156989
6,3,4,13,97.0,120,81312
28,10,20,6,54.0,123,234396
80,76,57,44,18.0,155,28012
32,35,31,27,55.0,136,85731
87,63,72,19,25.0,154,79092
47,17,50,23,29.0,135,95992
67,5,43,28,70.0,142,181270
12,28,42,69,3.0,129,127369
78,84,65,89,78.0,177,179586
11,23,9,27,68.0,126,227686
22,54,75,60,95.0,160,93359
87,21,10,84,22.0,146,246017
37,52,47,42,39.0,144,185575
35,5,10,5,23.0,116,1317
61,19,24,56,51.0,141,240550
79,94,84,85,7.0,167,155597
86,68,82,79,69.0,174,4756
65,53,54,49,68.0,156,216182
15,14,84,53,58.0,142,154970
20,26,6,19,5.0,113,137511
26,40,42,24,25.0,135,232650
79,87,74,82,82.0,178,88598
45,49,72,73,8.0,147,14172
9,14,32,53,73.0,136,92016
98,90,91,90,81.0,192,83018
60,69,79,81,91.0,174,222240
67,53,44,31,92.0,157,96083
44,31,38,48,82.0,149,148030
22,11,15,32,3.0,115,161236
40,55,21,52,39.0,141,25197
47,52,29,45,51.0,144,29640
47,87,57,63,66.0,162,226852
23,24,17,4,65.0,127,201508
14,8,9,17,10.0,109,133173
99,99,59,83,80.0,191,177697
22,59,24,24,70.0,141,8143
63,61,62,7,40.0,146,35961
80,20,27,55,26.0,143,110956
67,42,65,89,46.0,161,203784
51,92,97,87,47.0,175,103026
4,15,6,23,60.0,116,2026
44,38,68,80,68.0,159,142710
57,44,54,62,36.0,150,168281
32,79,84,30,18.0,149,150962
62,72,67,73,30.0,159,153389
48,50,84,64,92.0,166,5264
45,73,54,65,8.0,147,145641
21,17,11,14,5.0,113,80529
84,99,88,75,98.0,192,168047
92,95,86,81,100.0,213,156998
77,71,95,83,52.0,173,218336
8,3,11,6,1.0,84,63895
75,72,85,19,18.0,154,178645
64,63,73,82,14.0,157,6905
75,99,93,96,92.0,195,47250
2,31,44,33,1.0,102,1465
82,8,1,73,69.0,139,63204
9,3,2,8,6.0,97,151413
57,67,67,30,55.0,152,198285
82,63,82,86,67.0,174,219936
5,12,34,6,71.0,124,117673
95,83,62,44,49.0,166,20186
37,43,25,65,39.0,142,147964
21,30,20,21,57.0,130,57421
19,59,54,8,64.0,140,10461
23,20,63,44,21.0,137,50613
100,74,94,62,72.0,184,119970
28,12,20,60,47.0,133,161997
77,46,72,86,36.0,163,56328
99,80,47,94,45.0,178,16468
78,99,88,86,92.0,190,117302
40,61,76,7,10.0,137,187997
61,90,98,98,83.0,190,235463
68,60,63,30,1.0,125,148872
63,91,90,80,93.0,182,58177
86,73,78,38,70.0,167,77436
77,25,59,28,94.0,157,174872
74,84,86,89,62.0,175,203229
56,36,45,20,28.0,139,234794
90,97,96,100,82.0,213,203837
15,16,12,8,41.0,119,245788
96,97,84,89,68.0,189,65659
100,91,100,97,58.0,200,206714
97,81,90,73,13.0,171,169407
7,5,6,4,8.0,100,156937
18,79,23,34,38.0,138,2842
60,48,51,47,1.0,122,51811
37,70,96,65,69.0,167,127295
22,24,40,2,93.0,137,238280
93,34,72,81,80.0,171,193731
73,78,48,97,14.0,164,163627
22,41,30,21,60.0,135,107268
100,84,93,97,87.0,199,209008
97,87,90,100,76.0,210,10814
18,35,73,68,99.0,160,176593
93,69,77,91,100.0,191,168304
49,37,18,86,50.0,148,224711
58,84,57,32,49.0,154,10690
41,33,43,77,29.0,146,212375
57,9,19,65,79.0,144,108605
19,4,12,9,1.0,89,161798
2,41,70,59,50.0,139,21535
98,80,96,80,81.0,189,123498
23,5,21,33,18.0,122,41198
100,92,90,95,68.0,196,45480
21,29,38,51,52.0,138,139996
92,28,56,59,93.0,166,183410
22,24,39,27,78.0,140,168367
57,24,15,69,56.0,142,242755
11,7,1,6,32.0,103,188163
10,11,2,30,28.0,112,94484
23,39,37,18,9.0,127,102087
26,4,3,4,53.0,110,47696
11,27,33,34,57.0,132,83498
11,38,11,3,4.0,110,13676
24,29,52,54,12.0,135,36787
79,38,34,23,59.0,146,1290
63,60,76,30,55.0,154,165844
21,15,39,66,35.0,137,113996
73,93,82,95,28.0,176,223570
92,94,88,72,82.0,185,16137
47,93,88,59,68.0,169,58581
40,73,56,86,66.0,163,136972
85,85,50,32,77.0,165,31130
79,69,50,68,87.0,169,65961
93,87,73,78,80.0,181,13989
14,68,12,40,44.0,134,162402
21,75,53,52,24.0,146,76399
55,51,74,25,65.0,153,216713
39,36,37,64,91.0,154,21201
44,22,9,10,1.0,99,82073
82,94,86,97,65.0,186,70938
20,34,33,98,51.0,150,38813
21,78,39,44,74.0,151,153827
87,41,60,82,44.0,162,31829
13,14,27,25,30.0,125,178713
21,21,26,57,60.0,136,6814
46,40,7,12,22.0,126,111763
70,27,42,6,48.0,138,25206
72,97,98,98,98.0,199,156242
26,59,68,53,23.0,147,67953
38,38,33,76,37.0,146,107470
26,11,1,74,1.0,97,103534
1,55,36,24,16.0,124,57842
41,37,63,38,9.0,137,86170
25,31,32,43,35.0,135,9839
85,69,23,35,66.0,155,39613
79,45,68,90,43.0,164,63016
91,66,78,84,92.0,181,123779
93,63,97,76,86.0,183,170794
82,66,43,73,3.0,150,107089
6,2,18,5,10.0,104,206374
30,21,18,1,2.0,108,8017
88,94,98,100,55.0,206,206348
77,68,67,91,91.0,178,127383
74,93,85,100,99.0,229,102905
9,23,9,18,96.0,131,67939
73,88,53,59,59.0,163,72469
82,80,98,96,100.0,215,225501
91,74,96,44,59.0,171,123378
29,62,46,29,83.0,150,177494
89,67,93,86,21.0,172,187612
91,55,54,98,39.0,171,186323
48,12,3,52,31.0,126,67667
25,11,27,55,91.0,143,25517
86,83,100,69,97.0,190,88020
69,69,75,38,23.0,154,56883
84,92,66,57,77.0,173,219357
19,62,44,52,70.0,149,190984
17,32,20,41,27.0,130,134557
89,76,41,92,92.0,179,113721
29,22,34,42,40.0,135,162135
34,10,10,29,18.0,122,175769
43,43,28,2,26.0,130,41008
43,55,13,72,15.0,139,101521
96,92,83,89,74.0,188,49978
95,16,45,82,12.0,152,195490
64,72,35,50,45.0,152,94753
3,16,18,9,31.0,115,95388
41,31,39,55,57.0,144,396
76,90,73,26,49.0,160,5214
32,39,34,27,12.0,130,184370
55,10,25,36,16.0,130,145238
63,80,61,50,40.0,157,221204
7,9,26,7,13.0,112,191214
29,13,47,10,2.0,119,113743
72,44,33,23,60.0,145,228523
58,87,40,62,95.0,168,204012
88,59,30,35,31.0,150,235493
6,2,10,12,1.0,83,141244
58,66,72,81,97.0,174,118528
92,88,91,100,40.0,201,220708
17,28,51,70,79.0,149,140501
68,21,24,26,56.0,138,241351
63,46,49,4,56.0,141,114140
41,82,90,86,52.0,168,37867
49,59,45,19,17.0,140,104262
46,93,93,27,79.0,167,198466
22,12,3,45,4.0,111,31851
21,16,25,1,36.0,116,88387
60,82,87,100,78.0,184,168012
11,1,4,3,3.0,92,48008
53,93,67,82,75.0,173,177314
96,97,83,31,12.0,166,170234
28,16,1,63,65.0,128,138347
60,21,12,64,12.0,133,126707
31,38,27,7,71.0,136,131458
66,75,68,80,76.0,170,225978
61,54,37,56,9.0,142,137748
87,48,79,94,85.0,179,31450
52,36,90,70,85.0,165,68537
13,20,53,32,12.0,126,219856
33,71,14,23,69.0,141,66654
71,52,84,84,13.0,159,119939
57,75,57,42,99.0,168,74552
57,31,47,12,48.0,139,119103
51,25,19,69,43.0,141,17868
31,17,6,1,36.0,96,236834
91,74,70,59,62.0,168,107357
95,74,90,92,95.0,191,208744
76,61,42,64,35.0,155,182628
76,46,50,57,53.0,154,239645
38,39,10,11,85.0,136,171992
73,36,63,69,63.0,158,36241
55,36,58,96,81.0,167,102181
90,68,83,89,92.0,184,181350
34,30,37,28,51.0,136,44998
75,79,82,78,20.0,166,31780
87,78,90,80,57.0,175,113624
79,60,65,21,56.0,154,1775
62,90,95,63,28.0,168,140714
58,51,28,81,33.0,151,163624
15,42,35,9,1.0,103,221186
62,52,35,60,78.0,156,104021
67,79,76,97,24.0,171,124311
73,74,50,72,46.0,160,142839
89,99,97,91,88.0,197,217438
45,90,93,60,95.0,177,44000
16,7,37,68,75.0,139,118348
39,47,46,23,17.0,137,156760
29,46,3,12,33.0,123,30385
33,73,53,7,63.0,144,17792
28,19,34,20,76.0,137,61963
40,65,38,32,82.0,151,60692
14,20,66,23,47.0,134,21832
23,60,67,6,24.0,137,145161
52,34,16,31,37.0,135,167199
38,23,18,3,41.0,125,15628
33,54,69,35,21.0,144,223039
93,54,73,75,72.0,172,187372
40,39,48,50,60.0,146,195835
40,61,55,25,22.0,142,17886
92,87,95,75,19.0,175,218156
85,97,95,89,95.0,194,194002
93,74,85,44,14.0,161,24837
43,46,58,22,28.0,141,43263
2,1,2,4,1.0,71,159511
90,41,17,82,11.0,148,34733
79,75,66,78,92.0,176,169342
32,10,1,1,60.0,89,185460
26,75,42,12,3.0,130,48346
33,9,72,5,53.0,132,148740
19,6,18,50,1.0,99,141587
49,71,56,88,1.0,134,138080
81,64,70,34,4.0,148,151768
88,78,73,76,15.0,164,28035
89,66,67,64,68.0,169,114885
58,78,59,35,20.0,150,162338
89,42,3,93,59.0,153,119065
49,38,87,24,19.0,145,71798
15,19,52,4,26.0,125,135600
49,64,54,96,96.0,175,168387
43,32,26,62,82.0,149,142916
73,89,75,41,88.0,171,74536
19,20,55,79,1.0,131,245598
45,8,44,13,34.0,131,196313
74,85,72,45,91.0,171,39591
27,50,49,42,39.0,142,162882
82,83,72,68,39.0,166,223594
65,32,62,17,1.0,117,108882
86,86,67,78,49.0,170,38523
67,3,1,18,30.0,116,146090
91,90,93,97,94.0,196,156375
58,42,65,62,95.0,164,165417
75,40,30,22,59.0,144,19307
52,61,54,54,64.0,155,50406
65,96,69,89,87.0,181,141032
59,39,12,74,6.0,136,124613
9,28,12,2,2.0,106,32905
93,95,99,88,81.0,194,21441
75,87,86,81,89.0,181,104509
98,98,98,100,80.0,219,46846
58,37,24,15,49.0,137,30822
50,10,2,21,50.0,120,77339
46,83,74,93,30.0,166,179529
85,58,32,47,19.0,150,46686
25,48,27,57,41.0,140,124242
87,86,82,49,56.0,169,220768
5,12,7,5,1.0,84,239776
72,73,66,94,90.0,179,178417
84,77,91,87,93.0,185,128148
79,42,38,83,12.0,151,29437
57,44,50,37,52.0,147,245586
75,70,82,85,96.0,180,149491
67,73,57,100,97.0,198,117327
1,1,5,8,32.0,98,179253
23,4,30,40,78.0,134,245722
23,8,5,21,19.0,115,181306
91,85,84,98,88.0,191,230315
80,45,44,93,81.0,169,171916
40,90,74,90,89.0,176,227821
59,84,62,35,97.0,168,87853
53,48,26,33,40.0,141,72526
66,69,69,60,91.0,168,2553
77,87,96,82,91.0,186,89529
66,67,58,68,29.0,157,200049
3,25,25,49,43.0,127,1483
48,36,51,47,72.0,151,174476
69,67,96,79,9.0,162,229136
40,67,78,69,35.0,157,44217
34,47,35,25,13.0,132,76854
69,85,93,95,63.0,180,144860
30,19,57,13,74.0,140,238298
10,44,14,14,52.0,126,158939
48,55,28,30,55.0,142,148440
74,99,98,87,38.0,183,64281
25,39,42,5,8.0,124,114192
19,13,16,17,50.0,123,153016
19,57,30,25,31.0,135,187666
70,50,64,84,54.0,162,59105
6,4,7,8,2.0,98,24199
51,6,42,13,49.0,132,17402
51,28,23,1,43.0,125,90478
41,55,39,56,13.0,141,26325
29,8,13,48,42.0,127,95754
19,48,64,57,3.0,135,69323
100,73,92,75,65.0,184,168647
85,54,29,16,60.0,148,202982
36,38,9,3,46.0,124,240965
53,50,71,28,87.0,156,64812
78,90,57,81,65.0,172,221642
55,97,100,76,58.0,179,186675
22,66,42,5,98.0,149,131265
66,90,99,88,11.0,172,188392
85,79,61,80,25.0,166,227631
100,100,100,100,98.0,252,41972
93,59,72,77,36.0,167,116678
39,33,28,77,6.0,137,177665
67,81,87,79,77.0,175,129436
91,96,69,97,92.0,192,8693
64,51,81,87,80.0,171,68638
20,2,5,67,32.0,121,91011
9,2,6,19,16.0,105,71261
63,86,73,78,15.0,161,92897
88,68,55,77,30.0,163,12362
73,71,96,74,72.0,175,85932
27,33,35,40,20.0,134,36347
18,18,26,13,1.0,113,155506
57,98,92,95,78.0,187,134956
25,28,96,49,45.0,150,181513
86,94,89,53,95.0,183,124474
83,12,46,72,35.0,150,198721
16,6,28,42,46.0,127,60546
25,44,51,65,63.0,148,102895
92,67,60,19,71.0,162,82309
34,1,16,23,54.0,118,48144
31,12,43,26,84.0,140,95773
90,91,51,77,99.0,185,36663
92,80,77,50,46.0,167,165861
96,98,100,95,84.0,219,151455
3,4,6,16,3.0,99,183430
42,43,24,43,62.0,142,195237
29,49,30,71,72.0,151,170958
72,82,87,74,68.0,173,91736
51,26,54,14,78.0,145,181704
83,80,86,99,39.0,180,95579
32,85,71,69,13.0,152,49594
6,12,3,37,2.0,105,69662
36,73,84,55,71.0,162,239166
50,25,18,28,12.0,127,161434
19,59,47,40,95.0,153,135565
43,20,31,73,15.0,138,136061
50,79,56,4,55.0,146,111240
92,68,89,50,7.0,159,215505
40,21,17,19,76.0,136,77593
98,45,71,70,28.0,166,73563
70,32,84,69,5.0,149,156398
70,93,93,82,77.0,182,232729
82,84,99,46,75.0,177,215838
49,41,29,72,96.0,159,122377
17,31,57,30,8.0,128,77562
93,68,45,76,34.0,164,15533
38,45,58,52,83.0,154,79489
22,45,69,74,77.0,156,98805
83,53,60,62,94.0,169,231548
45,41,43,73,100.0,165,119927
80,93,78,61,42.0,169,200506
69,95,78,68,70.0,174,16964
48,68,42,20,61.0,146,212253
86,96,89,96,60.0,185,56782
26,33,50,38,85.0,147,21208
7,7,16,30,2.0,108,162790
20,17,11,47,60.0,129,46448
70,19,23,45,43.0,140,218968
25,50,43,22,48.0,138,223912
48,37,17,39,2.0,127,30165
85,91,76,57,1.0,141,154822
67,45,58,68,10.0,148,96746
91,49,28,96,67.0,169,223655
27,55,41,65,1.0,119,113812
90,60,36,63,28.0,157,103334
22,3,4,9,61.0,114,245243
8,10,14,20,71.0,124,108338
25,1,1,26,2.0,93,26157
18,22,5,46,1.0,98,47408
27,31,22,64,1.0,111,210155
31,22,4,54,37.0,127,188771
88,87,91,51,81.0,178,120573
16,15,3,20,37.0,116,197709
83,67,50,79,29.0,162,55327
61,23,59,88,85.0,163,171220
53,57,89,91,10.0,159,53984
80,27,72,62,26.0,153,175872
85,96,93,96,96.0,197,66374
77,45,54,56,53.0,154,75258
44,31,29,38,70.0,144,109906
52,78,61,32,34.0,151,35888
82,71,70,40,21.0,157,223898
20,24,35,24,52.0,132,95395
33,62,37,35,90.0,152,41762
31,50,48,84,32.0,151,172535
16,19,24,14,38.0,125,148662
54,71,44,32,6.0,140,131448
27,44,80,15,97.0,155,196810
89,75,85,72,10.0,164,111851
79,32,55,58,32.0,151,115306
94,75,79,80,68.0,178,144037
64,28,26,85,28.0,149,104876
23,89,45,24,58.0,147,211243
38,11,13,44,26.0,128,109837
17,50,24,2,86.0,135,55426
49,56,42,32,84.0,153,231949
86,64,77,67,86.0,173,120042
92,91,69,72,31.0,171,171960
35,55,40,50,7.0,137,10180
8,23,17,32,40.0,124,68422
22,39,67,15,41.0,137,60278
18,36,39,4,59.0,130,143974
96,63,92,67,55.0,173,142790
16,50,39,71,17.0,140,19138
19,15,21,55,76.0,137,244876
46,26,37,56,82.0,150,195608
14,23,22,23,51.0,127,164821
82,78,88,76,87.0,179,155040
25,6,5,14,76.0,122,117618
10,10,2,9,2.0,99,134568
20,72,71,70,86.0,162,220027
35,21,44,55,57.0,142,196208
25,78,93,79,92.0,172,187317
56,31,27,23,61.0,139,145448
33,23,15,13,11.0,120,223724
81,86,82,100,91.0,191,180933
41,65,86,31,15.0,147,72668
74,33,85,60,86.0,166,176722
72,66,89,67,96.0,177,211280
78,83,90,69,9.0,163,23794
61,70,50,87,73.0,167,18666
47,23,46,67,27.0,144,159288
68,20,29,21,1.0,110,41740
8,14,35,20,4.0,115,154244
36,36,32,13,84.0,142,171767
34,26,33,22,19.0,131,77212
80,37,73,23,74.0,157,96842
77,95,92,98,85.0,192,217986
70,39,39,12,71.0,147,235365
62,57,73,77,87.0,169,92382
59,44,59,93,63.0,163,88547
99,92,94,90,63.0,191,93369
20,23,17,24,6.0,118,201555
93,63,76,38,82.0,169,201965
45,72,54,82,5.0,149,176714
70,52,70,50,37.0,154,205276
97,74,11,83,50.0,163,1163
84,91,73,61,94.0,179,190897
80,60,74,49,79.0,166,4338
5,10,7,26,65.0,119,73646
41,57,62,90,61.0,161,126151
12,49,39,45,31.0,136,33294
37,73,59,4,68.0,147,197537
62,36,53,29,90.0,154,199720
65,79,47,11,64.0,152,151851
71,23,59,56,56.0,150,209853
12,87,39,36,95.0,155,234736
98,77,88,84,52.0,180,212755
14,57,43,78,82.0,154,116740
94,89,81,96,73.0,188,152679
18,47,47,8,1.0,121,233523
96,93,90,97,100.0,221,28435
65,60,74,76,34.0,160,136350
23,59,72,29,68.0,149,6696
38,19,8,91,60.0,141,4841
93,53,76,68,60.0,167,124510
97,92,97,89,73.0,192,180923
83,70,76,19,12.0,150,1695
88,56,69,43,50.0,159,48520
98,64,72,78,34.0,171,41190
35,24,31,34,51.0,135,189888
97,91,86,99,74.0,194,82152
77,68,63,88,48.0,167,19805
61,54,46,43,73.0,155,94576
83,91,98,98,99.0,201,17686
2,4,6,57,3.0,105,98592
55,25,49,58,79.0,153,180198
23,24,7,23,11.0,117,137943
32,72,52,39,65.0,151,177139
43,48,66,33,45.0,146,52741
81,68,82,82,89.0,178,123127
40,79,66,100,99.0,184,166421
2,8,47,3,22.0,114,26080
75,72,40,87,40.0,163,110502
9,20,47,16,1.0,101,157000
50,24,55,41,50.0,143,55982
50,55,48,53,52.0,149,243063
38,82,77,66,52.0,160,208444
73,85,69,66,59.0,166,67290
30,49,32,26,24.0,135,229227
30,27,10,60,24.0,131,97133
48,22,29,46,34.0,137,172988
13,6,22,15,13.0,114,149870
12,7,23,9,75.0,125,180018
62,45,25,30,18.0,138,80203
59,69,84,56,75.0,166,6853
78,84,65,85,99.0,184,1472
21,3,1,73,66.0,123,56692
49,10,12,37,31.0,128,150216
67,60,62,31,29.0,150,191702
80,86,91,99,83.0,190,175435
63,49,9,18,64.0,139,67199
48,28,34,33,88.0,148,117127
9,41,17,88,4.0,130,184
78,28,18,33,41.0,140,54840
51,27,29,41,82.0,147,60306
12,14,20,3,41.0,117,124607
72,97,84,96,86.0,189,175065
8,1,4,9,15.0,99,226817
86,40,89,8,52.0,153,206365
3,3,1,33,1.0,94,246276
63,53,12,45,44.0,142,222587
67,54,50,15,70.0,151,194296
72,53,39,65,34.0,153,225465
85,43,59,82,94.0,173,215723
14,26,14,5,75.0,127,97669
31,43,39,44,20.0,138,34958
13,10,27,30,47.0,126,6080
20,12,37,9,35.0,125,82058
66,65,69,87,26.0,163,166194
69,32,62,85,37.0,157,197118
99,94,98,90,71.0,197,157819
20,35,25,59,13.0,131,90097
62,53,64,64,26.0,154,3597
19,4,32,21,39.0,123,89075
40,24,15,27,49.0,131,118135
15,34,94,50,72.0,153,38637
42,28,37,80,5.0,138,20383
67,53,27,42,73.0,152,215120
46,74,55,87,79.0,167,179981
32,82,51,61,14.0,147,138735
75,66,32,52,30.0,151,162760
75,48,45,65,54.0,155,48370
79,49,35,17,26.0,143,158660
77,71,33,61,37.0,155,214374
71,18,84,27,62.0,151,84476
75,71,52,61,25.0,156,48698
34,87,33,27,23.0,144,141191
28,42,34,20,11.0,128,245638
24,60,53,89,35.0,153,47547
7,27,21,1,66.0,122,182696
17,6,6,3,34.0,110,89239
62,62,70,48,28.0,154,143430
61,37,54,5,19.0,137,18586
71,55,51,69,24.0,155,87350
41,30,51,31,24.0,138,224363
68,62,64,12,18.0,145,178701
23,20,24,11,14.0,121,98730
16,9,4,30,2.0,107,197004
29,50,15,93,56.0,148,134407
5,11,4,2,7.0,98,143248
13,21,47,6,1.0,100,152867
95,85,89,92,53.0,182,11967
79,82,76,73,89.0,177,97943
84,54,33,56,57.0,155,159618
23,35,49,34,1.0,126,204207
31,66,36,80,92.0,161,125948
99,96,87,90,77.0,194,165168
14,35,10,23,55.0,126,2080
46,37,38,24,49.0,139,11426
12,61,18,82,76.0,149,8579
24,29,60,87,1.0,123,124458
86,90,96,94,18.0,180,201674
21,59,32,16,69.0,140,39776
96,92,99,95,90.0,200,122098
20,21,22,39,30.0,129,185880
73,71,63,70,39.0,161,59221
94,94,92,52,97.0,189,71456
40,32,59,37,44.0,142,184999
80,86,58,25,21.0,155,215452
58,73,62,28,85.0,159,1843
16,35,70,61,73.0,150,75697
92,84,76,65,67.0,175,233349
4,3,2,37,14.0,103,233922
46,92,94,71,58.0,170,237945
47,90,79,68,14.0,158,66035
67,73,64,85,18.0,161,233046
75,8,22,14,5.0,124,225640
100,98,95,59,37.0,200,141633
7,13,2,12,35.0,109,82736
52,53,4,84,3.0,134,237670
74,49,91,70,53.0,164,102450
48,44,66,53,84.0,157,18725
73,75,69,89,41.0,168,124907
35,16,31,16,81.0,137,71679
22,17,22,10,66.0,129,123568
76,17,2,86,92.0,150,99116
72,15,45,44,8.0,136,134970
90,74,98,95,76.0,189,185383
7,25,17,7,16.0,115,84150
20,25,22,64,21.0,133,127729
99,49,96,68,99.0,189,224212
22,72,67,86,11.0,150,16735
13,32,67,57,47.0,142,228236
34,36,34,14,82.0,142,191727
87,62,81,68,89.0,175,233655
59,63,87,90,98.0,181,220031
40,13,28,29,43.0,132,213597
82,83,78,65,74.0,173,138669
77,70,64,9,1.0,124,165720
1,4,1,39,7.0,96,7314
29,67,26,34,12.0,134,234633
